p n nt time
256 25001 100 1.727771
256 25001 100 1.727758
256 25001 100 1.727950
256 25001 100 1.728329
256 25001 100 1.728604
256 25001 100 1.728498
256 25001 100 1.728400
256 25001 100 1.728690
256 25001 100 1.729113
256 25001 100 1.728881
256 25001 100 1.729000
256 25001 100 1.729341
256 25001 100 1.729450
256 25001 100 1.729617
256 25001 100 1.729493
256 25001 100 1.729458
256 25001 100 1.730175
256 25001 100 1.729993
256 25001 100 1.730543
256 25001 100 1.730508
256 25001 100 1.730598
256 25001 100 1.730648
256 25001 100 1.730897
256 25001 100 1.730969
256 25001 100 1.731197
256 25001 100 1.731417
256 25001 100 1.731883
256 25001 100 1.731976
256 25001 100 1.732790
256 25001 100 1.733036
256 25001 100 1.733254
256 25001 100 1.733833
256 25001 100 1.734215
256 25001 100 1.734476
256 25001 100 1.734919
256 25001 100 1.735292
256 25001 100 1.735278
256 25001 100 1.735882
256 25001 100 1.736100
256 25001 100 1.736329
256 25001 100 1.736853
256 25001 100 1.737121
256 25001 100 1.736981
256 25001 100 1.737399
256 25001 100 1.737345
256 25001 100 1.738049
256 25001 100 1.737705
256 25001 100 1.738277
256 25001 100 1.738330
256 25001 100 1.738879
256 25001 100 1.738869
256 25001 100 1.739150
256 25001 100 1.739219
256 25001 100 1.739334
256 25001 100 1.739457
256 25001 100 1.739856
256 25001 100 1.740110
256 25001 100 1.740608
256 25001 100 1.740794
256 25001 100 1.741185
256 25001 100 1.741030
256 25001 100 1.741363
256 25001 100 1.742143
256 25001 100 1.742605
256 25001 100 1.743495
256 25001 100 1.743860
256 25001 100 1.744530
256 25001 100 1.745289
256 25001 100 1.746055
256 25001 100 1.746306
256 25001 100 1.747682
256 25001 100 1.747821
256 25001 100 1.748757
256 25001 100 1.749664
256 25001 100 1.750488
256 25001 100 1.751815
256 25001 100 1.752635
256 25001 100 1.753266
256 25001 100 1.754407
256 25001 100 1.755267
256 25001 100 1.756658
256 25001 100 1.757142
256 25001 100 1.758121
256 25001 100 1.759194
256 25001 100 1.759652
256 25001 100 1.760691
256 25001 100 1.761976
256 25001 100 1.762298
256 50001 100 6.809032
256 50001 100 6.809219
256 50001 100 6.809123
256 50001 100 6.809775
256 50001 100 6.810221
256 50001 100 6.810359
256 50001 100 6.810731
256 50001 100 6.810790
256 50001 100 6.810954
256 50001 100 6.811082
256 50001 100 6.811771
256 50001 100 6.811928
256 50001 100 6.811997
256 50001 100 6.812254
256 50001 100 6.812274
256 50001 100 6.812741
256 50001 100 6.812946
256 50001 100 6.812870
256 50001 100 6.813170
256 50001 100 6.813204
256 50001 100 6.813461
256 50001 100 6.813863
256 50001 100 6.814069
256 50001 100 6.813871
256 50001 100 6.813980
256 50001 100 6.813905
256 50001 100 6.814147
256 50001 100 6.814697
256 50001 100 6.815042
256 50001 100 6.815139
256 50001 100 6.815203
256 50001 100 6.815150
256 50001 100 6.815124
256 50001 100 6.815430
256 50001 100 6.815378
256 50001 100 6.815291
256 50001 100 6.815843
256 50001 100 6.816172
256 50001 100 6.816556
256 50001 100 6.816462
256 50001 100 6.816704
256 50001 100 6.816941
256 50001 100 6.816730
256 50001 100 6.816920
256 50001 100 6.816926
256 50001 100 6.816864
